1,0.1,0.0025736758945035915,0.003047899805976899,4966,0.000257344146547179,0.05333096233952899,0.0185608570680483,429,0.005331953410810076
1,0.2,0.011244919063675623,0.0054246714276149025,824,0.0011244154334028636,0.11326226656887417,0.023660106474690034,155,0.011307531632395507
1,0.30000000000000004,0.026041221230061373,0.007083730025450799,262,0.0026039240998649293,0.17193310391320835,0.02442783568480516,100,0.01453456223245907
1,0.4,0.049461450188970274,0.011207139748576279,183,0.004929310872781301,0.2508913279592577,0.03117594809966692,100,0.01854968911930182
1,0.5,0.0836606761584351,0.014191723432047533,103,0.008320194760097975,0.33347831707331266,0.03423622724330269,100,0.0203705552097651
1,0.6,0.12693847529516825,0.021319632928915304,100,0.012685181592704606,0.4277238260525272,0.04211366250308792,100,0.025057629189337315
1,0.7000000000000001,0.18270280486495658,0.023062766965822674,100,0.013722346344664491,0.5278639725261031,0.044131164627877646,100,0.0262580429535872
1,0.8,0.2685040624997736,0.032596807935519,100,0.019395100721633807,0.6702660880483063,0.05572849164419733,100,0.03315845252829742
1,0.9,0.36316925981181647,0.041456534044378615,100,0.024666637756405277,0.8118614126942874,0.06810725965320082,100,0.04052381949365449
2,0.1,0.0002535473831000801,0.0011510474664640032,72964,2.535454852286233e-05,0.002528736566778072,0.005175974707796881,14834,0.0002528599070123519
2,0.2,0.0020070758841613076,0.0016223572523958133,2315,0.00020062634561393602,0.010246987873151614,0.0037321595919342196,471,0.0010232145770711464
2,0.30000000000000004,0.0069624352517156434,0.0029295267034874463,627,0.0006961144618946944,0.023398725974552753,0.004783691881355735,148,0.0023396414501053336
2,0.4,0.016102372307616856,0.004475752063683645,274,0.0016088209200339565,0.041644522136877686,0.005911546052986631,100,0.0035173699015270455
2,0.5,0.03387815076101409,0.006967473157504606,150,0.0033849062164308897,0.0667014377113865,0.009043074448717667,100,0.005380629296987012
2,0.6,0.06132677656922517,0.009698680272144938,100,0.005770714761926239,0.10129903123714794,0.010808668291525008,100,0.006431157633457379
2,0.7000000000000001,0.09902769380129756,0.013560004454949011,100,0.008068202650694661,0.14068870539848669,0.013527381841830848,100,0.008048792195889356
2,0.8,0.14867054628430576,0.019155787624344802,100,0.011397693636485158,0.18784175306665998,0.017117416518250266,100,0.010184862828358909
2,0.9,0.23033218489556373,0.026322645922863562,100,0.01566197432410382,0.25570898738333275,0.02206256867621891,100,0.013127228362350252
